,ID_REF,C vs P0 pvalue,C vs P0 log2fc,Ensembl_ID,Gene_Name
5004,1558438_a_at,0.010945516016611208,2.8594166666666663,ENSG00000211891,IGHE
5173,1558687_a_at,0.0005277615707834283,-1.8514124999999995,ENSG00000109101,FOXN1
5268,1558827_a_at,0.015019634227726236,1.0359416666666663,ENSG00000124203,ZNF831
5372,1558972_s_at,0.004580822502194838,1.931133333333333,ENSG00000275122,THEMIS
5373,1558972_s_at,0.004580822502194838,1.931133333333333,ENSG00000172673,THEMIS
5577,1559263_s_at,0.00040342074718090567,1.6680875000000004,ENSG00000178199,ZC3H12D
5648,1559369_at,0.01541550405913624,1.007275,ENSG00000113597,TRAPPC13
5791,1559584_a_at,0.0003545930031425539,1.7845583333333348,ENSG00000185905,C16orf54
6464,1560697_at,0.0016010354996128817,1.7594041666666662,ENSG00000236333,TRHDE-AS1
6465,1560698_a_at,0.002790152480834899,1.6517333333333335,ENSG00000236333,TRHDE-AS1
6634,1560897_a_at,0.0030813068551834594,-4.9678125,ENSG00000243489,KRTAP10-11
6980,1561330_at,0.0004386971842827807,-5.646670833333332,ENSG00000175065,DSG4
7215,1561619_at,8.811673123998525e-05,-1.5651583333333332,ENSG00000259281,LINGO1-AS2
7564,1562249_at,0.03351641826761083,1.0681916666666664,ENSG00000285468,EPHA1-AS1
7565,1562249_at,0.03351641826761083,1.0681916666666664,ENSG00000229153,EPHA1-AS1
7820,1562628_at,0.012464005083990698,-1.0971791666666664,ENSG00000262845,KRT40
7821,1562628_at,0.012464005083990698,-1.0971791666666664,ENSG00000204889,KRT40
7822,1562629_a_at,0.001634469080829467,-3.6823958333333335,ENSG00000262845,KRT40
7823,1562629_a_at,0.001634469080829467,-3.6823958333333335,ENSG00000204889,KRT40
8838,1564435_a_at,0.00206922922360724,-2.6429374999999995,ENSG00000170486,KRT72
8983,1564803_at,0.03467438918684992,-5.526004166666665,ENSG00000182591,KRTAP11-1
9030,1564921_at,0.0014985040656218776,-5.058204166666666,ENSG00000198390,KRTAP13-1
9041,1564960_at,0.010545732693046244,-4.7107833333333335,ENSG00000274749,KRTAP7-1
9048,1564974_at,0.01812994207260981,-6.713304166666667,ENSG00000183640,KRTAP8-1
10452,1569112_at,0.04642836889239871,1.2521416666666667,ENSG00000137968,SLC44A5
10651,1569433_at,0.016567567478606528,-1.4215375000000003,ENSG00000203727,SAMD5
10968,1569847_at,0.030449693709211044,-1.1327874999999992,ENSG00000128849,CGNL1
11885,200744_s_at,7.055727000062486e-06,-1.1678625,ENSG00000078369,GNB1
11963,200790_at,0.0002821168143165507,-1.4595500000000001,ENSG00000115758,ODC1
12143,200906_s_at,0.016273687732177154,-1.0119291666666665,ENSG00000129116,PALLD
12440,201110_s_at,0.011786521333049778,-1.2511833333333335,ENSG00000137801,THBS1
13166,201693_s_at,0.04319432802056735,-1.0562208333333336,ENSG00000120738,EGR1
13385,201858_s_at,0.014710449629832999,1.055483333333334,ENSG00000122862,SRGN
13737,202166_s_at,6.528642843039381e-06,-2.640441666666667,ENSG00000184203,PPP1R2
13765,202191_s_at,0.019817737585999057,1.0384250000000002,ENSG00000007237,GAS7
13793,202218_s_at,0.023502386606542948,1.0030708333333322,ENSG00000134824,FADS2
13864,202270_at,0.03562993162352885,1.2735833333333337,ENSG00000117228,GBP1
13902,202307_s_at,0.0006951125625178754,1.056049999999999,ENSG00000226173,TAP1
13903,202307_s_at,0.0006951125625178754,1.056049999999999,ENSG00000232367,TAP1
13904,202307_s_at,0.0006951125625178754,1.056049999999999,ENSG00000224212,TAP1
13905,202307_s_at,0.0006951125625178754,1.056049999999999,ENSG00000227816,TAP1
13906,202307_s_at,0.0006951125625178754,1.056049999999999,ENSG00000230705,TAP1
13907,202307_s_at,0.0006951125625178754,1.056049999999999,ENSG00000206297,TAP1
13908,202307_s_at,0.0006951125625178754,1.056049999999999,ENSG00000224748,TAP1
13909,202307_s_at,0.0006951125625178754,1.056049999999999,ENSG00000168394,TAP1
13981,202357_s_at,0.021579013699665518,1.0633166666666662,ENSG00000241534,CFB
13982,202357_s_at,0.021579013699665518,1.0633166666666662,ENSG00000239754,CFB
13983,202357_s_at,0.021579013699665518,1.0633166666666662,ENSG00000241253,CFB
13984,202357_s_at,0.021579013699665518,1.0633166666666662,ENSG00000243570,CFB
13985,202357_s_at,0.021579013699665518,1.0633166666666662,ENSG00000242335,CFB
13987,202357_s_at,0.021579013699665518,1.0633166666666662,ENSG00000243649,CFB
14009,202376_at,0.02020756295013183,-2.0383041666666646,ENSG00000196136,SERPINA3
14076,202411_at,0.018502081369231423,1.4277625,ENSG00000275214,IFI27
14077,202411_at,0.018502081369231423,1.4277625,ENSG00000165949,IFI27
14102,202435_s_at,0.014927183988033861,-1.1935666666666656,ENSG00000138061,CYP1B1
14103,202436_s_at,0.0007539335553194854,-1.2018833333333347,ENSG00000138061,CYP1B1
14214,202531_at,0.003291158575718893,1.559095833333334,ENSG00000125347,IRF1
14341,202638_s_at,0.000738676979002863,1.1499416666666669,ENSG00000090339,ICAM1
14408,202695_s_at,0.009092753272597781,-1.0197541666666652,ENSG00000164543,STK17A
14479,202752_x_at,5.2972414126467047e-05,-1.592483333333334,ENSG00000092068,SLC7A8
14493,202765_s_at,0.012642218576788185,1.0631458333333335,ENSG00000166147,FBN1
14539,202803_s_at,0.010813713750564656,1.335420833333334,ENSG00000160255,ITGB2
14577,202833_s_at,0.00125507535725404,-2.353079166666669,ENSG00000277377,SERPINA1
14578,202833_s_at,0.00125507535725404,-2.353079166666669,ENSG00000197249,SERPINA1
14646,202883_s_at,0.0023522851357866865,-1.1431083333333323,ENSG00000137713,PPP2R1B
14647,202884_s_at,6.985089802211569e-07,-1.6859874999999995,ENSG00000137713,PPP2R1B
14649,202886_s_at,0.0016597163601732002,-1.9925708333333336,ENSG00000137713,PPP2R1B
14652,202889_x_at,0.0009970672912592298,-1.0078708333333335,ENSG00000135525,MAP7
14666,202901_x_at,0.012043173079632562,1.1034458333333346,ENSG00000163131,CTSS
14667,202902_s_at,0.00288422096401146,1.0642041666666673,ENSG00000163131,CTSS
14729,202953_at,0.016649897502215516,1.1831,ENSG00000173369,C1QB
14733,202957_at,0.0004464532831487484,1.6098250000000007,ENSG00000180353,HCLS1
14765,202988_s_at,0.03182287993079693,1.2155708333333335,ENSG00000090104,RGS1
14800,203017_s_at,0.008372086788602793,-1.1438124999999992,ENSG00000117155,SSX2IP
14953,203130_s_at,0.0005565702246276699,-1.3816499999999996,ENSG00000168280,KIF5C
15158,203296_s_at,0.02332520062179909,1.179779166666667,ENSG00000018625,ATP1A2
15166,203304_at,0.0002329149560423524,-2.7897958333333346,ENSG00000095739,BAMBI
15255,203367_at,0.00033100672081351273,-1.159183333333333,ENSG00000275932,DUSP14
15256,203367_at,0.00033100672081351273,-1.159183333333333,ENSG00000276023,DUSP14
15295,203400_s_at,0.008473418842962937,2.7674624999999997,ENSG00000091513,TF
15310,203413_at,0.002578573345936396,-2.0085499999999996,ENSG00000184613,NELL2
15314,203416_at,0.00011802904962664325,1.949466666666667,ENSG00000143119,CD53
15379,203471_s_at,0.0016297496712744325,1.6322208333333332,ENSG00000115956,PLEK
15434,203523_at,0.00104252083013071,1.0116208333333336,ENSG00000288199,LSP1
15435,203523_at,0.00104252083013071,1.0116208333333336,ENSG00000130592,LSP1
15474,203561_at,0.0012131730966494288,1.7358250000000002,ENSG00000244682,FCGR2C
15476,203561_at,0.0012131730966494288,1.7358250000000002,ENSG00000143226,FCGR2A
15524,203596_s_at,0.00033121074304626175,1.220137499999999,ENSG00000152778,IFIT5
15587,203645_s_at,0.019983981262372566,1.1993833333333326,ENSG00000177575,CD163
15621,203673_at,0.0027483190987647728,1.5615916666666672,ENSG00000042832,TG
15728,203761_at,0.004818448241611844,1.1480250000000014,ENSG00000155926,SLA
15768,203797_at,0.003810382756080059,-1.1863458333333323,ENSG00000163032,VSNL1
15769,203798_s_at,0.014970093336145124,-1.2628583333333339,ENSG00000163032,VSNL1
15802,203828_s_at,0.001130334822590951,1.7131708333333338,ENSG00000008517,IL32
15882,203892_at,0.026605813440952777,1.0875916666666665,ENSG00000101443,WFDC2
15908,203915_at,0.0007101807614117897,4.786954166666666,ENSG00000138755,CXCL9
15914,203920_at,0.009755479107123646,1.0199166666666653,ENSG00000025434,NR1H3
15915,203921_at,0.0018646847804820654,-2.2618750000000007,ENSG00000175040,CHST2
15933,203932_at,9.804180559455956e-05,1.0550541666666664,ENSG00000234154,HLA-DMB
15934,203932_at,9.804180559455956e-05,1.0550541666666664,ENSG00000226264,HLA-DMB
15935,203932_at,9.804180559455956e-05,1.0550541666666664,ENSG00000239329,HLA-DMB
15936,203932_at,9.804180559455956e-05,1.0550541666666664,ENSG00000242092,HLA-DMB
15937,203932_at,9.804180559455956e-05,1.0550541666666664,ENSG00000241674,HLA-DMB
15938,203932_at,9.804180559455956e-05,1.0550541666666664,ENSG00000242386,HLA-DMB
15939,203932_at,9.804180559455956e-05,1.0550541666666664,ENSG00000241296,HLA-DMB
15940,203932_at,9.804180559455956e-05,1.0550541666666664,ENSG00000242574,HLA-DMB
16087,204057_at,0.0006650291369738448,1.937025000000001,ENSG00000140968,IRF8
16101,204070_at,0.0017005807578023438,1.3952124999999995,ENSG00000133321,PLAAT4
16158,204116_at,0.0005693069434670426,1.769870833333333,ENSG00000147168,IL2RG
16160,204118_at,0.01909826443767918,1.7033749999999999,ENSG00000117091,CD48
16164,204122_at,0.006431518017696327,1.060362500000001,ENSG00000011600,TYROBP
16211,204160_s_at,0.01845611731413207,1.3098583333333336,ENSG00000001561,ENPP4
16212,204161_s_at,0.005504267187441034,1.2770625000000004,ENSG00000001561,ENPP4
16251,204197_s_at,0.006387573161448328,1.090983333333333,ENSG00000020633,RUNX3
16252,204198_s_at,0.005568955225707572,1.20695,ENSG00000020633,RUNX3
16259,204205_at,0.0001418890978275324,1.749691666666668,ENSG00000239713,APOBEC3G
16288,204232_at,0.0005715011637673247,1.148041666666666,ENSG00000158869,FCER1G
16324,204265_s_at,0.0003031611977278061,1.0985124999999996,ENSG00000233490,GPSM3
16325,204265_s_at,0.0003031611977278061,1.0985124999999996,ENSG00000236697,GPSM3
16326,204265_s_at,0.0003031611977278061,1.0985124999999996,ENSG00000237052,GPSM3
16327,204265_s_at,0.0003031611977278061,1.0985124999999996,ENSG00000234243,GPSM3
16328,204265_s_at,0.0003031611977278061,1.0985124999999996,ENSG00000206314,GPSM3
16329,204265_s_at,0.0003031611977278061,1.0985124999999996,ENSG00000234508,GPSM3
16330,204265_s_at,0.0003031611977278061,1.0985124999999996,ENSG00000213654,GPSM3
16334,204269_at,0.0008618486985068495,1.3050583333333332,ENSG00000292210,PIM2
16335,204269_at,0.0008618486985068495,1.3050583333333332,ENSG00000102096,PIM2
16346,204279_at,0.0005151577074343151,1.8644791666666665,ENSG00000239836,PSMB9
16347,204279_at,0.0005151577074343151,1.8644791666666665,ENSG00000240118,PSMB9
16348,204279_at,0.0005151577074343151,1.8644791666666665,ENSG00000243067,PSMB9
16349,204279_at,0.0005151577074343151,1.8644791666666665,ENSG00000242711,PSMB9
16350,204279_at,0.0005151577074343151,1.8644791666666665,ENSG00000243594,PSMB9
16351,204279_at,0.0005151577074343151,1.8644791666666665,ENSG00000243958,PSMB9
16352,204279_at,0.0005151577074343151,1.8644791666666665,ENSG00000240508,PSMB9
16353,204279_at,0.0005151577074343151,1.8644791666666665,ENSG00000240065,PSMB9
16537,204438_at,6.930675633460134e-05,1.4073208333333334,ENSG00000260314,MRC1
16539,204440_at,0.01848423041643272,1.3256250000000014,ENSG00000112149,CD83
16546,204446_s_at,0.013918397008130306,1.1010166666666663,ENSG00000275565,ALOX5
16547,204446_s_at,0.013918397008130306,1.1010166666666663,ENSG00000012779,ALOX5
16638,204529_s_at,0.00010197851319352445,1.7444875,ENSG00000198846,TOX
16650,204533_at,0.012293562290638268,3.057870833333333,ENSG00000169245,CXCL10
16703,204563_at,0.01146940984696222,1.2652166666666664,ENSG00000188404,SELL
16720,204580_at,0.0227306487806263,2.9450541666666665,ENSG00000262406,MMP12
16730,204588_s_at,0.00026852493390282987,1.0632583333333336,ENSG00000155465,SLC7A7
16802,204655_at,0.0020896213608084997,2.004891666666666,ENSG00000274233,CCL5
16803,204655_at,0.0020896213608084997,2.004891666666666,ENSG00000271503,CCL5
16806,204657_s_at,0.0009385376703081005,-1.036854166666667,ENSG00000107338,SHB
16814,204661_at,0.00671157935050495,1.6136458333333348,ENSG00000169442,CD52
16844,204687_at,1.1454710186796003e-05,-2.179166666666667,ENSG00000169116,PARM1
16874,204714_s_at,0.011193056818058341,1.5283333333333338,ENSG00000198734,F5
16881,204720_s_at,0.0009295283711014466,-3.083845833333333,ENSG00000116675,DNAJC6
16892,204730_at,0.00037902508114545045,-1.2147791666666663,ENSG00000117016,RIMS3
16915,204750_s_at,0.00011523474804425905,-1.6241000000000003,ENSG00000134755,DSC2
16960,204777_s_at,0.045489747934542066,1.049858333333333,ENSG00000172005,MAL
16973,204790_at,8.097119458980577e-05,-1.1278249999999996,ENSG00000101665,SMAD7
16996,204806_x_at,0.0006872414862645534,1.0116041666666682,ENSG00000237508,HLA-F
16997,204806_x_at,0.0006872414862645534,1.0116041666666682,ENSG00000235220,HLA-F
16998,204806_x_at,0.0006872414862645534,1.0116041666666682,ENSG00000137403,HLA-F
16999,204806_x_at,0.0006872414862645534,1.0116041666666682,ENSG00000234487,HLA-F
17000,204806_x_at,0.0006872414862645534,1.0116041666666682,ENSG00000206509,HLA-F
17001,204806_x_at,0.0006872414862645534,1.0116041666666682,ENSG00000229698,HLA-F
17002,204806_x_at,0.0006872414862645534,1.0116041666666682,ENSG00000204642,HLA-F
17018,204821_at,7.464574499922536e-06,1.6244125,ENSG00000111801,BTN3A3
17026,204829_s_at,0.040926016997918535,1.2394291666666675,ENSG00000165457,FOLR2
17034,204836_at,0.0025978676129467084,1.8814124999999997,ENSG00000178445,GLDC
17054,204852_s_at,0.0004342222407834258,1.3425583333333333,ENSG00000143851,PTPN7
17105,204891_s_at,0.004662779011950979,1.5596499999999986,ENSG00000182866,LCK
17131,204912_at,2.6060726775289342e-05,1.7032166666666662,ENSG00000110324,IL10RA
17146,204923_at,0.0019000704008117584,1.493008333333333,ENSG00000122122,SASH3
17186,204959_at,0.004010951470580418,1.3023958333333345,ENSG00000163563,MNDA
17233,204994_at,0.013314174040803433,1.2902749999999994,ENSG00000183486,MX2
17274,205030_at,0.04005479129062571,2.345016666666666,ENSG00000164434,FABP7
17288,205039_s_at,0.018085039211458834,1.0392875000000004,ENSG00000185811,IKZF1
17358,205097_at,0.017833523094683598,1.1865499999999995,ENSG00000155850,SLC26A2
17359,205098_at,0.016433262052998093,1.2640583333333333,ENSG00000163823,CCR1
17362,205101_at,0.0018588638587686709,1.9479083333333342,ENSG00000179583,CIITA
17366,205105_at,0.042384586246736286,-1.0428000000000006,ENSG00000112893,MAN2A1
17399,205125_at,7.736929112186546e-05,-1.1484333333333332,ENSG00000187091,PLCD1
17441,205160_at,0.00452701703499604,1.0007374999999996,ENSG00000166821,PEX11A
17442,205161_s_at,0.01050311423296139,1.160945833333333,ENSG00000166821,PEX11A
17479,205197_s_at,0.016165752207453456,-1.0739166666666664,ENSG00000165240,ATP7A
17490,205206_at,0.023305018708700744,-1.0440958333333326,ENSG00000011201,ANOS1
17498,205213_at,0.00255800279825383,1.1330791666666657,ENSG00000288169,ACAP1
17499,205213_at,0.00255800279825383,1.1330791666666657,ENSG00000072818,ACAP1
17565,205269_at,0.00048406835513427343,1.788429166666666,ENSG00000043462,LCP2
17566,205270_s_at,0.007937537352599673,1.2656083333333337,ENSG00000043462,LCP2
17592,205289_at,0.0006052099819727784,-2.8774250000000006,ENSG00000125845,BMP2
17593,205290_s_at,0.0001955560001400704,-1.6855083333333338,ENSG00000125845,BMP2
17684,205374_at,0.0016834009053793722,-1.5930083333333327,ENSG00000170290,SLN
17731,205404_at,0.014902040448461003,1.5325916666666668,ENSG00000117594,HSD11B1
17746,205419_at,0.016979655598125285,1.1992708333333324,ENSG00000169508,GPR183
17787,205456_at,0.004471078122624956,1.3236708333333334,ENSG00000198851,CD3E
17802,205471_s_at,0.0009617628380205644,-1.3396541666666675,ENSG00000276644,DACH1
17803,205472_s_at,0.0022370718125933335,-1.1399291666666667,ENSG00000276644,DACH1
17821,205488_at,0.002040134844594493,1.7172749999999994,ENSG00000145649,GZMA
17846,205511_at,0.0116379913225026,1.0743541666666658,ENSG00000285410,GABPB1-IT1
17862,205525_at,0.008794838441754311,-1.1184041666666689,ENSG00000122786,CALD1
17871,205534_at,0.020354812877578846,-1.550345833333333,ENSG00000169851,PCDH7
17872,205535_s_at,0.012000400620976886,-1.1574708333333321,ENSG00000169851,PCDH7
17893,205555_s_at,1.911171746567408e-05,-1.699091666666666,ENSG00000120149,MSX2
17934,205595_at,0.0012821429101841618,-1.9080791666666652,ENSG00000134757,DSG3
17992,205637_s_at,0.0388083760542292,-1.001783333333334,ENSG00000291608,SH3GL3
17993,205637_s_at,0.0388083760542292,-1.001783333333334,ENSG00000140600,SH3GL3
18018,205660_at,0.0029521754785754055,1.1242499999999995,ENSG00000135114,OASL
18042,205676_at,0.0058310677762587575,-1.8041333333333336,ENSG00000111012,CYP27B1
18091,205713_s_at,7.330126599483648e-05,-3.4056750000000005,ENSG00000105664,COMP
18124,205724_at,1.319564619005295e-05,-2.3871166666666674,ENSG00000081277,PKP1
18159,205758_at,2.3973064025415523e-05,3.2699041666666666,ENSG00000153563,CD8A
18189,205786_s_at,0.002224245955991128,1.5702875,ENSG00000169896,ITGAM
18214,205804_s_at,0.03637640415631329,1.2138875000000011,ENSG00000009790,TRAF3IP3
18231,205821_at,0.002039657945582111,1.9071583333333328,ENSG00000255819,KLRC4-KLRK1
18232,205821_at,0.002039657945582111,1.9071583333333328,ENSG00000213809,KLRK1
18244,205831_at,0.003197602063197403,1.787595833333333,ENSG00000116824,CD2
18261,205843_x_at,0.030368762593540443,1.8492833333333323,ENSG00000095321,CRAT
18317,205890_s_at,0.004263861288559485,2.265037499999999,ENSG00000237051,GABBR1
18318,205890_s_at,0.004263861288559485,2.265037499999999,ENSG00000224654,UBD
18319,205890_s_at,0.004263861288559485,2.265037499999999,ENSG00000237112,GABBR1
18320,205890_s_at,0.004263861288559485,2.265037499999999,ENSG00000228913,UBD
18321,205890_s_at,0.004263861288559485,2.265037499999999,ENSG00000232632,GABBR1
18322,205890_s_at,0.004263861288559485,2.265037499999999,ENSG00000231968,UBD
18323,205890_s_at,0.004263861288559485,2.265037499999999,ENSG00000232569,GABBR1
18324,205890_s_at,0.004263861288559485,2.265037499999999,ENSG00000206468,UBD
18325,205890_s_at,0.004263861288559485,2.265037499999999,ENSG00000206466,GABBR1
18326,205890_s_at,0.004263861288559485,2.265037499999999,ENSG00000226898,UBD
18327,205890_s_at,0.004263861288559485,2.265037499999999,ENSG00000206511,GABBR1
18328,205890_s_at,0.004263861288559485,2.265037499999999,ENSG00000206513,UBD
18329,205890_s_at,0.004263861288559485,2.265037499999999,ENSG00000213886,UBD
18330,205890_s_at,0.004263861288559485,2.265037499999999,ENSG00000204681,GABBR1
18336,205896_at,0.029479098298290898,1.0012749999999997,ENSG00000197208,SLC22A4
18340,205899_at,0.0059137486202998,-1.0585958333333343,ENSG00000133101,CCNA1
18378,205918_at,0.0008136100277489118,-1.1453666666666669,ENSG00000114923,SLC4A3
18395,205931_s_at,0.001818208481815646,-1.5217291666666668,ENSG00000146592,CREB5
18462,205987_at,0.00024905604922385437,1.916595833333333,ENSG00000158481,CD1C
18474,205992_s_at,0.0017689373901670629,1.3400708333333329,ENSG00000164136,IL15
18484,206002_at,0.012644377126318732,1.4563249999999996,ENSG00000173698,ADGRG2
18487,206004_at,0.0073495527629375825,-1.3681916666666671,ENSG00000125780,TGM3
18512,206026_s_at,0.024578088414647054,1.0618499999999989,ENSG00000123610,TNFAIP6
18513,206027_at,0.002789396139634031,-4.250033333333334,ENSG00000188015,S100A3
18576,206082_at,8.184371710242827e-06,1.3539083333333348,ENSG00000237105,HCP5
18577,206082_at,8.184371710242827e-06,1.3539083333333348,ENSG00000227429,HCP5
18578,206082_at,8.184371710242827e-06,1.3539083333333348,ENSG00000230389,HCP5
18580,206082_at,8.184371710242827e-06,1.3539083333333348,ENSG00000206337,HCP5
18587,206089_at,0.04191656587984632,-2.0708375000000006,ENSG00000165973,NELL1
18651,206133_at,0.019233483657727972,1.164512499999999,ENSG00000132530,XAF1
18658,206140_at,0.009688630960451965,-1.5216333333333338,ENSG00000106689,LHX2
18669,206150_at,0.014093735036026008,1.2139166666666665,ENSG00000139193,CD27
18726,206196_s_at,0.0004346348575821648,-1.1051875,ENSG00000108309,RUNDC3A
18745,206214_at,0.0483082967051452,1.454716666666668,ENSG00000146070,PLA2G7
18758,206224_at,0.002522720377826378,-2.13,ENSG00000170373,CST1
18845,206296_x_at,0.004212486043799122,1.1144291666666675,ENSG00000104814,MAP4K1
18944,206376_at,4.289557077549486e-05,-1.0361708333333337,ENSG00000072041,SLC6A15
18987,206407_s_at,0.0017179639809142989,2.9606166666666667,ENSG00000181374,CCL13
18989,206409_at,0.018726166705523947,-1.1120124999999987,ENSG00000156299,TIAM1
19005,206423_at,0.02273668747362811,-2.6751291666666663,ENSG00000171819,ANGPTL7
19010,206427_s_at,0.04092464084715804,-1.005041666666667,ENSG00000120215,MLANA
19034,206448_at,0.014587316445963259,-1.3556749999999997,ENSG00000138311,ZNF365
19092,206498_at,0.0020709989698029915,-1.0507166666666672,ENSG00000104044,OCA2
19108,206513_at,0.0019321804961677663,1.1061083333333337,ENSG00000163568,AIM2
19145,206545_at,0.007944782412040241,1.6831041666666664,ENSG00000178562,CD28
19218,206604_at,7.0265292620988505e-06,-1.8747999999999996,ENSG00000172818,OVOL1
19258,206630_at,0.033490750059145334,-1.1031000000000004,ENSG00000123447,TYRL
19259,206630_at,0.033490750059145334,-1.1031000000000004,ENSG00000077498,TYR
19267,206637_at,0.0001323595804188929,1.3127458333333326,ENSG00000174944,P2RY14
19313,206666_at,0.0007023090584878968,2.4451125,ENSG00000113088,GZMK
19325,206677_at,0.024961022303600568,-4.638612500000001,ENSG00000262993,KRT31
19326,206677_at,0.024961022303600568,-4.638612500000001,ENSG00000292029,KRT31
19327,206677_at,0.024961022303600568,-4.638612500000001,ENSG00000094796,KRT31
19333,206682_at,8.926434509003358e-05,1.1781250000000005,ENSG00000132514,CLEC10A
19351,206698_at,0.0035575288698009755,-1.5662166666666666,ENSG00000047597,XK
19369,206715_at,0.0020413143651794433,2.2814333333333336,ENSG00000105967,TFEC
19408,206749_at,0.006860862597848839,1.9507249999999994,ENSG00000158485,CD1B
19419,206758_at,0.0008936090821288465,-1.050066666666667,ENSG00000127129,EDN2
19441,206777_s_at,0.01692371939112356,-2.000658333333334,ENSG00000277872,MIR6817
19442,206777_s_at,0.01692371939112356,-2.000658333333334,ENSG00000244752,CRYBB2
19443,206777_s_at,0.01692371939112356,-2.000658333333334,ENSG00000100058,CRYBB2P1
19444,206777_s_at,0.01692371939112356,-2.000658333333334,ENSG00000291087,CRYBB2P1
