,ID_REF,P0 vs P12 pvalue,P0 vs P12 log2fc,Ensembl_ID,Gene_Name
38312,220972_s_at,0.012928726586188233,4.735462499999999,ENSG00000262594,KRTAP9-9
38313,220972_s_at,0.012928726586188233,4.735462499999999,ENSG00000267728,KRTAP9-9
38314,220972_s_at,0.012928726586188233,4.735462499999999,ENSG00000198083,KRTAP9-9
38318,220976_s_at,0.02599655123772822,4.2871125,ENSG00000262808,KRTAP1-1
38319,220976_s_at,0.02599655123772822,4.2871125,ENSG00000188581,KRTAP1-1
38321,220978_at,0.036681014095777904,3.960424999999999,ENSG00000262347,KRTAP1-3
38322,220978_at,0.036681014095777904,3.960424999999999,ENSG00000221880,KRTAP1-3
38417,221059_s_at,0.00033773773163814325,-1.0402874999999998,ENSG00000103187,COTL1
38700,221297_at,0.009209051138161433,4.2348,ENSG00000111291,GPRC5D
39702,221978_at,0.001266093140922488,-1.1433499999999999,ENSG00000237508,HLA-F
39703,221978_at,0.001266093140922488,-1.1433499999999999,ENSG00000235220,HLA-F
39704,221978_at,0.001266093140922488,-1.1433499999999999,ENSG00000137403,HLA-F
39705,221978_at,0.001266093140922488,-1.1433499999999999,ENSG00000206509,HLA-F
39706,221978_at,0.001266093140922488,-1.1433499999999999,ENSG00000229698,HLA-F
39707,221978_at,0.001266093140922488,-1.1433499999999999,ENSG00000204642,HLA-F
41184,223220_s_at,0.00013002932405269105,-1.3594375000000003,ENSG00000138496,PARP9
41259,223280_x_at,0.00035128897655794904,-1.4002499999999998,ENSG00000110077,MS4A6A
41270,223289_s_at,0.0012608935498324204,1.0635624999999997,ENSG00000170185,USP38
41339,223343_at,0.0010711781405556662,-1.0178500000000001,ENSG00000166927,MS4A7
41340,223343_at,0.0010711781405556662,-1.0178500000000001,ENSG00000166928,MS4A14
41619,223562_at,0.0034575573407942604,-1.0299500000000004,ENSG00000138964,PARVG
42076,223922_x_at,0.0002867326292391507,-1.3325750000000003,ENSG00000110077,MS4A6A
42495,224262_at,0.0025022166833516576,1.5418500000000002,ENSG00000136697,IL1F10
42501,224269_at,0.03057525825336027,4.251337499999999,ENSG00000292039,KRTAP4-12
42502,224269_at,0.03057525825336027,4.251337499999999,ENSG00000263236,KRTAP4-12
42503,224269_at,0.03057525825336027,4.251337499999999,ENSG00000213416,KRTAP4-12
42598,224356_x_at,0.00046897471429460435,-1.2752625000000002,ENSG00000110077,MS4A6A
42599,224357_s_at,0.004217153542219364,-1.4347124999999998,ENSG00000110079,MS4A4A
42742,224451_x_at,7.876186782306428e-05,-1.5142500000000005,ENSG00000123329,ARHGAP9
43057,224701_at,2.9614764812635256e-05,-1.1297999999999995,ENSG00000173193,PARP14
43845,225353_s_at,0.00024142810954561218,-1.535075,ENSG00000159189,C1QC
44922,226218_at,0.04880665515345342,-1.0250374999999998,ENSG00000168685,IL7R
45367,226603_at,0.002250273858013666,-1.1543874999999995,ENSG00000177409,SAMD9L
45633,226818_at,0.0028905527685403583,-1.0286499999999998,ENSG00000197629,MPEG1
45659,226841_at,0.000179982690324523,-1.103275,ENSG00000197629,MPEG1
45701,226878_at,2.136005470761211e-05,-1.2183624999999996,ENSG00000235744,HLA-DOA
45702,226878_at,2.136005470761211e-05,-1.2183624999999996,ENSG00000231558,HLA-DOA
45703,226878_at,2.136005470761211e-05,-1.2183624999999996,ENSG00000232962,HLA-DOA
45704,226878_at,2.136005470761211e-05,-1.2183624999999996,ENSG00000206292,HLA-DOA
45705,226878_at,2.136005470761211e-05,-1.2183624999999996,ENSG00000230141,HLA-DOA
45706,226878_at,2.136005470761211e-05,-1.2183624999999996,ENSG00000232957,HLA-DOA
45707,226878_at,2.136005470761211e-05,-1.2183624999999996,ENSG00000204252,HLA-DOA
46045,227168_at,0.004734902651600806,-1.1666374999999993,ENSG00000225783,MIAT
46254,227346_at,0.0007378779443634547,-1.4850250000000003,ENSG00000185811,IKZF1
46554,227609_at,0.0008314305847962499,-1.8211624999999998,ENSG00000133106,EPSTI1
46645,227677_at,0.00036942738810698993,-1.5159500000000001,ENSG00000105639,JAK3
47148,228094_at,0.001680081209042041,-1.1694750000000003,ENSG00000160593,JAML
47851,228705_at,0.0004806413767329483,1.8758124999999994,ENSG00000182472,CAPN12
48052,228869_at,5.689668879407856e-05,-1.2266374999999998,ENSG00000167208,SNX20
48165,228975_at,0.004623447737250362,1.1580750000000002,ENSG00000189120,SP6
48320,229097_at,0.0014441095490358028,1.1165999999999991,ENSG00000139734,DIAPH3
48645,229390_at,0.009252050546774093,-1.4785500000000003,ENSG00000188820,CALHM6
48647,229391_s_at,0.0011528482066590277,-1.2011250000000002,ENSG00000188820,CALHM6
48701,229437_at,0.039901822019988195,-1.130199999999999,ENSG00000283904,MIR155
48702,229437_at,0.039901822019988195,-1.130199999999999,ENSG00000234883,MIR155HG
48728,229450_at,0.0001637724974952131,-1.2688000000000006,ENSG00000119917,IFIT3
48829,229543_at,0.0049196915947786,-1.6415625,ENSG00000244158,CALHM6-AS1
48992,229686_at,0.006586979377352709,-1.1490625000000003,ENSG00000292333,P2RY8
48993,229686_at,0.006586979377352709,-1.1490625000000003,ENSG00000182162,P2RY8
49044,229730_at,0.008844610768974916,1.3608000000000002,ENSG00000188176,SMTNL2
49853,230391_at,0.002782154661827292,-1.0180500000000006,ENSG00000066294,CD84
49886,230422_at,0.00015496577279033904,-1.2151374999999995,ENSG00000187474,FPR3
50021,230550_at,0.00029248269402692577,-1.5782999999999996,ENSG00000110077,MS4A6A
50222,230720_at,0.0010066219608136661,2.0047249999999988,ENSG00000180537,RNF182
50573,231038_s_at,0.015491773398541792,-1.424199999999999,ENSG00000265148,TSPOAP1-AS1
50959,231382_at,0.01737581192860512,1.3907124999999994,ENSG00000156427,FGF18
51197,231577_s_at,0.003078390802458237,-1.5993500000000003,ENSG00000117228,GBP1
51430,231776_at,4.48826790024237e-05,-1.8193124999999997,ENSG00000163508,EOMES
51447,231778_at,0.0013827537582188564,1.0172999999999988,ENSG00000064195,DLX3
51734,232001_at,0.0008448623140046619,-1.2240624999999996,ENSG00000237943,PRKCQ-AS1
51769,232024_at,0.0006933769952308472,-1.1029999999999998,ENSG00000106560,GIMAP2
52161,232375_at,0.0036819477170895436,-1.5532124999999999,ENSG00000115415,STAT1
52425,232617_at,0.0017665650385375994,-1.0024875,ENSG00000163131,CTSS
52495,232682_at,0.0012672095182892117,1.0415624999999995,ENSG00000118242,MREG
53037,233158_at,0.0071711077441853665,3.2836,ENSG00000161850,KRT82
53453,233533_at,0.019576606054319854,4.3721125,ENSG00000261862,KRTAP1-5
53454,233533_at,0.019576606054319854,4.3721125,ENSG00000221852,KRTAP1-5
53455,233534_at,0.03229255959485771,3.9515625000000005,ENSG00000263296,KRTAP3-2
53456,233534_at,0.03229255959485771,3.9515625000000005,ENSG00000212900,KRTAP3-2
53459,233537_at,0.019939874639442703,4.192087499999999,ENSG00000262068,KRTAP3-1
53460,233537_at,0.019939874639442703,4.192087499999999,ENSG00000212901,KRTAP3-1
53578,233640_x_at,0.047967344491994364,3.5590374999999996,ENSG00000292049,KRTAP9-4
53579,233640_x_at,0.047967344491994364,3.5590374999999996,ENSG00000262896,KRTAP9-4
53580,233640_x_at,0.047967344491994364,3.5590374999999996,ENSG00000262512,KRTAP9-4
53581,233640_x_at,0.047967344491994364,3.5590374999999996,ENSG00000241595,KRTAP9-4
53625,233681_at,0.034914783578389716,4.022599999999999,ENSG00000263101,KRTAP3-3
53626,233681_at,0.034914783578389716,4.022599999999999,ENSG00000212899,KRTAP3-3
54707,234631_at,0.028831382181529544,3.6063375000000004,ENSG00000292042,KRTAP4-8
54708,234631_at,0.028831382181529544,3.6063375000000004,ENSG00000261968,KRTAP4-8
54709,234631_at,0.028831382181529544,3.6063375000000004,ENSG00000204880,KRTAP4-8
54711,234633_at,0.01868046363899527,3.78965,ENSG00000292038,KRTAP4-11
54712,234633_at,0.01868046363899527,3.78965,ENSG00000263229,KRTAP4-11
54713,234633_at,0.01868046363899527,3.78965,ENSG00000212721,KRTAP4-11
54715,234635_at,0.023771011906320673,4.2042125,ENSG00000198443,KRTAP4-1
54717,234637_at,0.016066116669808846,4.3497375,ENSG00000292040,KRTAP4-5
54718,234637_at,0.016066116669808846,4.3497375,ENSG00000198271,KRTAP4-5
54720,234639_x_at,0.0481707266509191,3.417324999999998,ENSG00000292048,KRTAP9-8
54760,234671_at,0.0273498205031961,4.40815,ENSG00000292044,KRTAP4-2
54761,234671_at,0.0273498205031961,4.40815,ENSG00000244537,KRTAP4-2
54768,234678_at,0.029510962009659095,3.68835,ENSG00000196156,KRTAP4-3
54769,234679_at,0.02873347950777719,3.8203249999999986,ENSG00000292047,KRTAP9-3
54770,234679_at,0.02873347950777719,3.8203249999999986,ENSG00000262749,KRTAP9-3
54771,234679_at,0.02873347950777719,3.8203249999999986,ENSG00000204873,KRTAP9-3
54772,234680_at,0.009474008386903826,3.8645750000000003,ENSG00000263341,KRTAP17-1
54773,234680_at,0.009474008386903826,3.8645750000000003,ENSG00000292024,KRTAP17-1
54774,234680_at,0.009474008386903826,3.8645750000000003,ENSG00000186860,KRTAP17-1
54777,234683_at,0.027702580153025295,4.2356750000000005,ENSG00000292051,KRTAP4-6
54778,234683_at,0.027702580153025295,4.2356750000000005,ENSG00000198090,KRTAP4-6
54779,234684_s_at,0.024806624208496303,4.390225,ENSG00000292041,KRTAP4-4
54780,234684_s_at,0.024806624208496303,4.390225,ENSG00000171396,KRTAP4-4
54781,234685_x_at,0.031642009749886894,3.2514125000000007,ENSG00000292052,KRTAP4-9
54782,234685_x_at,0.031642009749886894,3.2514125000000007,ENSG00000262121,KRTAP4-9
54783,234685_x_at,0.031642009749886894,3.2514125000000007,ENSG00000212722,KRTAP4-9
54789,234691_at,0.03150747276807696,4.211500000000001,ENSG00000261852,KRTAP2-1
54790,234691_at,0.03150747276807696,4.211500000000001,ENSG00000212725,KRTAP2-1
54895,234772_s_at,0.031713357665620286,3.962112499999999,ENSG00000292054,KRTAP2-2
54897,234772_s_at,0.031713357665620286,3.962112499999999,ENSG00000214518,KRTAP2-2
55031,234880_x_at,0.010102070497053982,4.385325000000001,ENSG00000262347,KRTAP1-3
55032,234880_x_at,0.010102070497053982,4.385325000000001,ENSG00000221880,KRTAP1-3
55267,235080_at,0.0022701079037025862,-1.0591875000000002,ENSG00000103351,CLUAP1
55382,235175_at,0.0035185588004189193,-1.3866874999999999,ENSG00000162654,GBP4
55498,235276_at,0.00046654282091956206,-1.4526374999999998,ENSG00000133106,EPSTI1
55902,235643_at,0.005167009260212738,-1.0628124999999997,ENSG00000177409,SAMD9L
56611,236280_at,0.0021271304653358017,-1.2220999999999993,ENSG00000078589,P2RY10
56628,236295_s_at,0.005533465950771053,-1.2315750000000003,ENSG00000167984,NLRC3
56891,236539_at,0.004183670839868867,-1.1406999999999998,ENSG00000134242,PTPN22
57167,236782_at,4.3851775340798086e-05,-1.2462625000000003,ENSG00000164483,SAMD3
57485,237070_at,0.01659924784809932,1.1483624999999993,ENSG00000134160,TRPM1
57958,237507_at,0.00835189741067008,2.2735874999999997,ENSG00000186049,KRT73
58335,237853_x_at,0.0010680063150305106,3.114637499999999,ENSG00000215454,KRTAP10-4
58336,237853_x_at,0.0010680063150305106,3.114637499999999,ENSG00000189169,KRTAP10-12
59290,238725_at,0.0009489729655285205,-1.368925,ENSG00000125347,IRF1
59856,239237_at,0.0029139160572381135,-1.2505499999999996,ENSG00000281103,TRG-AS1
61754,240967_at,0.006668350282773394,4.0902625,ENSG00000244025,KRTAP19-3
62844,241985_at,0.009042164687241555,1.0837374999999998,ENSG00000152409,JMY
63001,242138_at,0.0029196369297936065,1.1300749999999997,ENSG00000292098,DLX1
63002,242138_at,0.0029196369297936065,1.1300749999999997,ENSG00000144355,DLX1
63533,242625_at,3.776576312136483e-05,-1.453725,ENSG00000134321,RSAD2
66044,32128_at,0.0006878746025699046,-3.2513749999999995,ENSG00000278006,CCL18
66045,32128_at,0.0006878746025699046,-3.2513749999999995,ENSG00000278167,CCL18
66046,32128_at,0.0006878746025699046,-3.2513749999999995,ENSG00000275385,CCL18
66098,34210_at,0.001651808228907481,-1.4681875,ENSG00000169442,CD52
66366,44673_at,0.005513286757206577,-1.1713500000000003,ENSG00000088827,SIGLEC1
66370,44790_s_at,0.0036679155537324465,-1.1608,ENSG00000102445,RUBCNL
66647,AFFX-HUMISGF3A/M97935_MB_at,0.005445245052442441,-1.1297625,ENSG00000115415,STAT1
